app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,revision_version,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather,wind_dir,wind_gust_spd,wind_spd,market_name_lookup,latitude_lookup,longitude_lookup
26.5,296.5,100,2025-10-31:18,23.5,0,0,-75.8,0,,n,0.25,1006,final,2.1,88,1010,0,0,25.6,2025-10-31T23:30:00,2025-10-31T18:00:00,1761933600,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",56,2.0,1.6,Bardoli,21.124,73.1115
26.1,15.5,100,2025-10-31:19,23.3,0,0,-83.0,0,,n,0.25,1005,final,2.1,89,1009,0,0,25.2,2025-11-01T00:30:00,2025-10-31T19:00:00,1761937200,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",58,5.2,2.0,Bardoli,21.124,73.1115
26.1,70.0,100,2025-10-31:20,23.3,0,0,-72.5,0,,n,0.0,1005,final,2.1,89,1009,0,0,25.2,2025-11-01T01:30:00,2025-10-31T20:00:00,1761940800,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",58,4.0,1.6,Bardoli,21.124,73.1115
26.1,82.8,99,2025-10-31:21,23.3,0,0,-58.9,0,,n,0.0,1005,final,2.1,89,1009,0,0,25.2,2025-11-01T02:30:00,2025-10-31T21:00:00,1761944400,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",68,4.4,1.6,Bardoli,21.124,73.1115
25.8,89.5,100,2025-10-31:22,23.8,0,0,-45.0,0,,n,0.0,1004,final,2.1,94,1008,0,0,24.8,2025-11-01T03:30:00,2025-10-31T22:00:00,1761948000,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",78,3.6,1.6,Bardoli,21.124,73.1115
25.8,94.6,100,2025-10-31:23,23.8,0,0,-31.0,0,,n,0.0,1004,final,2.1,94,1008,0,0,24.8,2025-11-01T04:30:00,2025-10-31T23:00:00,1761951600,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",108,3.2,1.6,Bardoli,21.124,73.1115
26.2,99.3,100,2025-11-01:00,24.2,0,0,-17.1,0,,n,0.0,1005,final,2.1,94,1009,0,0,25.2,2025-11-01T05:30:00,2025-11-01T00:00:00,1761955200,0.0,7,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",118,2.8,2.0,Bardoli,21.124,73.1115
26.2,104.2,91,2025-11-01:01,24.2,0,0,-3.5,0,,n,0.0,1006,final,2.1,94,1010,0,0,25.2,2025-11-01T06:30:00,2025-11-01T01:00:00,1761958800,0.0,6,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",122,2.4,2.0,Bardoli,21.124,73.1115
26.7,109.9,41,2025-11-01:02,24.6,54,480,9.9,128,,d,0.0,1006,final,2.1,94,1010,0,113,25.6,2025-11-01T07:30:00,2025-11-01T02:00:00,1761962400,1.5,12,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",122,3.2,2.4,Bardoli,21.124,73.1115
27.4,117.0,29,2025-11-01:03,24.9,84,719,22.8,355,,d,0.0,1007,final,2.1,92,1011,0,324,26.3,2025-11-01T08:30:00,2025-11-01T03:00:00,1761966000,2.2,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",134,3.6,2.4,Bardoli,21.124,73.1115
30.5,126.6,29,2025-11-01:04,24.8,102,830,34.6,567,,d,0.0,1007,final,2.1,88,1011,0,517,27.0,2025-11-01T09:30:00,2025-11-01T04:00:00,1761969600,3.4,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",154,4.8,3.2,Bardoli,21.124,73.1115
32.7,140.0,39,2025-11-01:05,24.7,113,889,44.9,733,,d,0.0,1008,final,2.1,82,1011,0,652,28.1,2025-11-01T10:30:00,2025-11-01T05:00:00,1761973200,4.4,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",172,6.4,4.4,Bardoli,21.124,73.1115
37.7,159.2,26,2025-11-01:06,25.7,119,919,52.0,835,,d,0.0,1007,final,2.1,76,1010,0,762,30.4,2025-11-01T11:30:00,2025-11-01T06:00:00,1761976800,6.1,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",182,9.2,4.8,Bardoli,21.124,73.1115
37.7,183.2,33,2025-11-01:07,25.7,120,926,54.2,864,,d,0.0,1007,final,2.1,76,1010,0,779,30.4,2025-11-01T12:30:00,2025-11-01T07:00:00,1761980400,6.1,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",192,9.6,4.4,Bardoli,21.124,73.1115
38.5,206.3,44,2025-11-01:08,25.4,118,914,50.5,815,,d,0.0,1006,final,2.1,72,1009,0,708,31.1,2025-11-01T13:30:00,2025-11-01T08:00:00,1761984000,5.0,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",200,9.2,4.4,Bardoli,21.124,73.1115
38.5,223.9,55,2025-11-01:09,25.4,110,877,42.4,695,,d,0.0,1005,final,2.1,72,1008,0,560,31.1,2025-11-01T14:30:00,2025-11-01T09:00:00,1761987600,3.4,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",208,8.8,4.4,Bardoli,21.124,73.1115
38.6,236.1,30,2025-11-01:10,26.3,98,807,31.6,515,,d,0.0,1005,final,2.1,79,1008,0,466,30.4,2025-11-01T15:30:00,2025-11-01T10:00:00,1761991200,3.0,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",228,8.8,4.0,Bardoli,21.124,73.1115
36.7,244.9,21,2025-11-01:11,26.0,78,675,19.4,295,,d,0.0,1005,final,2.1,81,1008,0,270,29.6,2025-11-01T16:30:00,2025-11-01T11:00:00,1761994800,2.1,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",230,6.8,3.6,Bardoli,21.124,73.1115
34.9,251.5,22,2025-11-01:12,25.5,41,362,6.4,73,,d,0.0,1006,final,2.1,82,1009,0,67,28.9,2025-11-01T17:30:00,2025-11-01T12:00:00,1761998400,1.7,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",220,4.8,2.8,Bardoli,21.124,73.1115
34.1,257.0,18,2025-11-01:13,25.5,0,0,-7.0,0,,n,0.0,1007,final,2.1,84,1010,0,0,28.5,2025-11-01T18:30:00,2025-11-01T13:00:00,1762002000,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",210,3.6,2.8,Bardoli,21.124,73.1115
33.4,261.7,6,2025-11-01:14,25.5,0,0,-20.8,0,,n,0.0,1007,final,2.1,86,1010,0,0,28.1,2025-11-01T19:30:00,2025-11-01T14:00:00,1762005600,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",202,3.2,2.4,Bardoli,21.124,73.1115
30.1,266.4,5,2025-11-01:15,25.3,0,0,-34.7,0,,n,0.0,1007,final,2.1,92,1011,0,0,26.7,2025-11-01T20:30:00,2025-11-01T15:00:00,1762009200,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",192,2.8,2.0,Bardoli,21.124,73.1115
30.1,271.6,9,2025-11-01:16,25.3,0,0,-48.7,0,,n,0.0,1007,final,2.1,92,1011,0,0,26.7,2025-11-01T21:30:00,2025-11-01T16:00:00,1762012800,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",190,2.8,2.0,Bardoli,21.124,73.1115
27.4,279.0,11,2025-11-01:17,24.9,0,0,-62.6,0,,n,0.0,1008,final,2.1,92,1012,0,0,26.3,2025-11-01T22:30:00,2025-11-01T17:00:00,1762016400,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",188,2.8,2.0,Bardoli,21.124,73.1115
27.4,295.4,11,2025-11-01:18,24.9,0,0,-76.0,0,,n,0.0,1007,final,2.1,92,1011,0,0,26.3,2025-11-01T23:30:00,2025-11-01T18:00:00,1762020000,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",188,3.2,2.4,Bardoli,21.124,73.1115
26.9,16.3,14,2025-11-01:19,24.5,0,0,-83.3,0,,n,0.0,1007,final,2.1,92,1011,0,0,25.9,2025-11-02T00:30:00,2025-11-01T19:00:00,1762023600,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",186,4.4,2.4,Bardoli,21.124,73.1115
26.7,71.0,12,2025-11-01:20,24.6,0,0,-72.7,0,,n,0.0,1007,final,2.1,94,1011,0,0,25.6,2025-11-02T01:30:00,2025-11-01T20:00:00,1762027200,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",184,4.4,2.4,Bardoli,21.124,73.1115
26.9,83.4,13,2025-11-01:21,24.5,0,0,-59.0,0,,n,0.0,1007,final,2.1,92,1011,0,0,25.9,2025-11-02T02:30:00,2025-11-01T21:00:00,1762030800,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",184,4.4,2.4,Bardoli,21.124,73.1115
27.0,89.9,28,2025-11-01:22,24.9,0,0,-45.0,0,,n,0.0,1006,final,2.1,94,1010,0,0,25.9,2025-11-02T03:30:00,2025-11-01T22:00:00,1762034400,0.0,16,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",186,4.0,2.4,Bardoli,21.124,73.1115
27.0,94.9,36,2025-11-01:23,24.9,0,0,-31.1,0,,n,0.0,1007,final,2.1,94,1011,0,0,25.9,2025-11-02T04:30:00,2025-11-01T23:00:00,1762038000,0.0,12,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",180,4.0,2.4,Bardoli,21.124,73.1115
27.4,99.6,50,2025-11-02:00,24.9,0,0,-17.2,0,,n,0.0,1007,final,2.1,92,1011,0,0,26.3,2025-11-02T05:30:00,2025-11-02T00:00:00,1762041600,0.0,11,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",170,3.6,2.4,Bardoli,21.124,73.1115
27.4,104.5,58,2025-11-02:01,24.9,0,0,-3.6,0,,n,0.0,1008,final,2.1,92,1012,0,0,26.3,2025-11-02T06:30:00,2025-11-02T01:00:00,1762045200,0.0,16,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",164,3.6,2.4,Bardoli,21.124,73.1115
27.4,110.2,49,2025-11-02:02,24.9,53,477,9.8,126,,d,0.0,1008,final,2.1,92,1012,0,107,26.3,2025-11-02T07:30:00,2025-11-02T02:00:00,1762048800,1.4,8,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",162,4.4,2.8,Bardoli,21.124,73.1115
29.9,117.3,46,2025-11-02:03,24.9,84,718,22.6,352,,d,0.0,1009,final,2.1,90,1013,0,303,26.7,2025-11-02T08:30:00,2025-11-02T03:00:00,1762052400,1.9,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",172,6.4,3.6,Bardoli,21.124,73.1115
31.6,126.8,24,2025-11-02:04,25.2,102,829,34.5,564,,d,0.0,1009,final,2.1,88,1013,0,517,27.4,2025-11-02T09:30:00,2025-11-02T04:00:00,1762056000,3.5,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",184,7.6,4.0,Bardoli,21.124,73.1115
33.0,140.3,27,2025-11-02:05,25.1,113,889,44.6,730,,d,0.0,1009,final,2.1,84,1013,0,667,28.1,2025-11-02T10:30:00,2025-11-02T05:00:00,1762059600,4.9,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",192,7.2,3.6,Bardoli,21.124,73.1115
36.2,159.4,59,2025-11-02:06,25.6,119,918,51.7,832,,d,0.0,1010,final,2.1,79,1013,0,643,29.6,2025-11-02T11:30:00,2025-11-02T06:00:00,1762063200,4.4,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",204,8.0,4.0,Bardoli,21.124,73.1115
36.8,183.2,57,2025-11-02:07,25.5,120,926,53.8,860,,d,0.0,1009,final,2.1,77,1012,0,679,30.0,2025-11-02T12:30:00,2025-11-02T07:00:00,1762066800,4.8,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",214,8.8,4.0,Bardoli,21.124,73.1115
37.1,206.1,51,2025-11-02:08,25.2,118,913,50.2,812,,d,0.0,1008,final,2.1,74,1011,0,676,30.4,2025-11-02T13:30:00,2025-11-02T08:00:00,1762070400,4.6,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",222,9.2,4.4,Bardoli,21.124,73.1115
36.0,223.6,32,2025-11-02:09,24.9,110,876,42.2,692,,d,0.0,1008,final,2.1,74,1011,0,628,30.0,2025-11-02T14:30:00,2025-11-02T09:00:00,1762074000,4.3,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",222,9.2,4.4,Bardoli,21.124,73.1115
36.2,235.9,43,2025-11-02:10,25.6,98,806,31.5,512,,d,0.0,1007,final,2.1,79,1010,0,446,29.6,2025-11-02T15:30:00,2025-11-02T10:00:00,1762077600,2.6,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",222,8.8,4.4,Bardoli,21.124,73.1115
36.2,244.6,22,2025-11-02:11,25.6,77,673,19.3,293,,d,0.0,1007,final,2.1,79,1010,0,269,29.6,2025-11-02T16:30:00,2025-11-02T11:00:00,1762081200,2.1,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",222,8.8,4.4,Bardoli,21.124,73.1115
35.4,251.2,13,2025-11-02:12,25.3,41,357,6.3,71,,d,0.0,1008,final,2.1,79,1011,0,66,29.3,2025-11-02T17:30:00,2025-11-02T12:00:00,1762084800,1.9,16,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",220,7.2,4.0,Bardoli,21.124,73.1115
34.5,256.6,11,2025-11-02:13,25.1,0,0,-7.1,0,,n,0.0,1008,final,2.1,80,1011,0,0,28.9,2025-11-02T18:30:00,2025-11-02T13:00:00,1762088400,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",214,6.4,3.6,Bardoli,21.124,73.1115
33.0,261.4,13,2025-11-02:14,25.1,0,0,-20.9,0,,n,0.0,1008,final,2.1,84,1012,0,0,28.1,2025-11-02T19:30:00,2025-11-02T14:00:00,1762092000,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",210,5.2,3.2,Bardoli,21.124,73.1115
31.6,266.0,17,2025-11-02:15,25.2,0,0,-34.8,0,,n,0.0,1009,final,2.1,88,1013,0,0,27.4,2025-11-02T20:30:00,2025-11-02T15:00:00,1762095600,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",204,4.8,3.2,Bardoli,21.124,73.1115
31.4,271.2,21,2025-11-02:16,24.8,0,0,-48.7,0,,n,0.0,1009,final,2.1,86,1013,0,0,27.4,2025-11-02T21:30:00,2025-11-02T16:00:00,1762099200,0.0,16,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",202,4.8,3.6,Bardoli,21.124,73.1115
30.5,278.3,12,2025-11-02:17,24.8,0,0,-62.7,0,,n,0.0,1009,final,2.1,88,1013,0,0,27.0,2025-11-02T22:30:00,2025-11-02T17:00:00,1762102800,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",200,5.2,3.6,Bardoli,21.124,73.1115
30.5,294.2,20,2025-11-02:18,24.8,0,0,-76.2,0,,n,0.0,1009,final,2.1,88,1013,0,0,27.0,2025-11-02T23:30:00,2025-11-02T18:00:00,1762106400,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",198,5.2,3.2,Bardoli,21.124,73.1115
29.9,17.0,18,2025-11-02:19,24.9,0,0,-83.6,0,,n,0.0,1008,final,2.1,90,1012,0,0,26.7,2025-11-03T00:30:00,2025-11-02T19:00:00,1762110000,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",196,5.6,3.2,Bardoli,21.124,73.1115
30.1,72.0,26,2025-11-02:20,25.3,0,0,-72.8,0,,n,0.0,1008,final,2.1,92,1012,0,0,26.7,2025-11-03T01:30:00,2025-11-02T20:00:00,1762113600,0.0,16,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",192,5.2,3.2,Bardoli,21.124,73.1115
30.1,84.0,26,2025-11-02:21,25.3,0,0,-59.1,0,,n,0.0,1007,final,2.1,92,1011,0,0,26.7,2025-11-03T02:30:00,2025-11-02T21:00:00,1762117200,0.0,16,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",192,5.2,3.2,Bardoli,21.124,73.1115
29.9,90.4,38,2025-11-02:22,24.9,0,0,-45.1,0,,n,0.0,1007,final,2.1,90,1011,0,0,26.7,2025-11-03T03:30:00,2025-11-02T22:00:00,1762120800,0.0,16,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",204,5.6,2.8,Bardoli,21.124,73.1115
27.4,95.3,30,2025-11-02:23,24.9,0,0,-31.2,0,,n,0.0,1007,final,2.1,92,1011,0,0,26.3,2025-11-03T04:30:00,2025-11-02T23:00:00,1762124400,0.0,16,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",202,5.2,2.8,Bardoli,21.124,73.1115
27.4,99.9,23,2025-11-03:00,24.9,0,0,-17.3,0,,n,0.0,1007,final,2.1,92,1011,0,0,26.3,2025-11-03T05:30:00,2025-11-03T00:00:00,1762128000,0.0,16,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",200,4.8,2.4,Bardoli,21.124,73.1115
26.9,104.8,27,2025-11-03:01,24.5,0,0,-3.7,0,,n,0.0,1008,final,2.1,92,1012,0,0,25.9,2025-11-03T06:30:00,2025-11-03T01:00:00,1762131600,0.0,16,"{'icon': 'c02n', 'description': 'Scattered clouds', 'code': 802}",188,5.2,2.0,Bardoli,21.124,73.1115
27.3,110.5,30,2025-11-03:02,24.5,53,473,9.6,123,,d,0.0,1008,final,2.1,90,1012,0,112,26.3,2025-11-03T07:30:00,2025-11-03T02:00:00,1762135200,1.7,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",184,6.0,2.8,Bardoli,21.124,73.1115
29.9,117.6,31,2025-11-03:03,24.9,83,716,22.4,350,,d,0.0,1009,final,2.1,90,1013,0,318,26.7,2025-11-03T08:30:00,2025-11-03T03:00:00,1762138800,2.2,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",196,7.2,3.2,Bardoli,21.124,73.1115
30.7,127.1,23,2025-11-03:04,25.2,101,828,34.3,561,,d,0.0,1009,final,2.1,90,1013,0,515,27.0,2025-11-03T09:30:00,2025-11-03T04:00:00,1762142400,3.5,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",206,7.6,3.6,Bardoli,21.124,73.1115
34.5,140.6,56,2025-11-03:05,25.1,112,888,44.4,726,,d,0.0,1010,final,2.1,80,1013,0,580,28.9,2025-11-03T10:30:00,2025-11-03T05:00:00,1762146000,3.6,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",216,8.8,4.0,Bardoli,21.124,73.1115
37.1,159.5,48,2025-11-03:06,25.2,118,918,51.4,828,,d,0.0,1010,final,2.1,74,1013,0,704,30.4,2025-11-03T11:30:00,2025-11-03T06:00:00,1762149600,4.9,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",222,9.6,4.4,Bardoli,21.124,73.1115
36.3,183.1,45,2025-11-03:07,24.5,120,925,53.5,856,,d,0.0,1009,final,2.1,71,1012,0,743,30.4,2025-11-03T12:30:00,2025-11-03T07:00:00,1762153200,5.4,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",226,10.0,5.2,Bardoli,21.124,73.1115
36.2,205.9,21,2025-11-03:08,24.1,117,912,50.0,808,,d,0.0,1007,final,2.1,68,1010,0,747,30.7,2025-11-03T13:30:00,2025-11-03T08:00:00,1762156800,6.0,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",228,10.8,5.6,Bardoli,21.124,73.1115
36.7,223.3,18,2025-11-03:09,24.0,110,876,41.9,688,,d,0.0,1007,final,2.1,66,1010,0,638,31.1,2025-11-03T14:30:00,2025-11-03T09:00:00,1762160400,4.8,16,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",230,10.8,5.6,Bardoli,21.124,73.1115
36.3,235.6,9,2025-11-03:10,24.5,97,805,31.3,509,,d,0.0,1006,final,2.1,71,1009,0,472,30.4,2025-11-03T15:30:00,2025-11-03T10:00:00,1762164000,3.5,16,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",230,10.4,5.2,Bardoli,21.124,73.1115
36.3,244.3,4,2025-11-03:11,24.5,77,671,19.1,290,,d,0.0,1006,final,2.1,71,1009,0,269,30.4,2025-11-03T16:30:00,2025-11-03T11:00:00,1762167600,2.4,16,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",226,9.2,4.8,Bardoli,21.124,73.1115
36.0,250.9,5,2025-11-03:12,24.9,40,352,6.2,69,,d,0.0,1006,final,2.1,74,1009,0,64,30.0,2025-11-03T17:30:00,2025-11-03T12:00:00,1762171200,2.0,16,"{'icon': 'c02d', 'description': 'Few clouds', 'code': 801}",224,7.2,4.4,Bardoli,21.124,73.1115
35.4,256.4,6,2025-11-03:13,25.3,0,0,-7.2,0,,n,0.0,1007,final,2.1,79,1010,0,0,29.3,2025-11-03T18:30:00,2025-11-03T13:00:00,1762174800,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",222,6.8,4.0,Bardoli,21.124,73.1115
34.5,261.1,6,2025-11-03:14,25.1,0,0,-21.0,0,,n,0.0,1008,final,2.1,80,1011,0,0,28.9,2025-11-03T19:30:00,2025-11-03T14:00:00,1762178400,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",220,6.4,3.6,Bardoli,21.124,73.1115
30.3,265.7,8,2025-11-03:15,24.5,0,0,-34.8,0,,n,0.0,1008,final,2.1,86,1012,0,0,27.0,2025-11-03T20:30:00,2025-11-03T15:00:00,1762182000,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",214,5.6,3.6,Bardoli,21.124,73.1115
30.3,270.7,5,2025-11-03:16,24.5,0,0,-48.8,0,,n,0.0,1008,final,2.1,86,1012,0,0,27.0,2025-11-03T21:30:00,2025-11-03T16:00:00,1762185600,0.0,11,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",210,5.2,3.6,Bardoli,21.124,73.1115
29.7,277.7,12,2025-11-03:17,24.5,0,0,-62.8,0,,n,0.0,1008,final,2.1,88,1012,0,0,26.7,2025-11-03T22:30:00,2025-11-03T17:00:00,1762189200,0.0,16,"{'icon': 'c02n', 'description': 'Few clouds', 'code': 801}",212,5.2,3.2,Bardoli,21.124,73.1115
29.7,293.1,53,2025-11-03:18,24.5,0,0,-76.3,0,,n,0.0,1008,final,2.1,88,1012,0,0,26.7,2025-11-03T23:30:00,2025-11-03T18:00:00,1762192800,0.0,16,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",220,5.2,3.2,Bardoli,21.124,73.1115
27.3,17.9,51,2025-11-03:19,24.2,0,0,-83.9,0,,n,0.0,1008,final,2.1,88,1012,0,0,26.3,2025-11-04T00:30:00,2025-11-03T19:00:00,1762196400,0.0,16,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",224,5.6,3.2,Bardoli,21.124,73.1115
26.9,72.9,48,2025-11-03:20,24.1,0,0,-72.9,0,,n,0.0,1008,final,2.1,90,1012,0,0,25.9,2025-11-04T01:30:00,2025-11-03T20:00:00,1762200000,0.0,16,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",220,4.8,2.8,Bardoli,21.124,73.1115
27.2,84.6,58,2025-11-03:21,23.8,0,0,-59.2,0,,n,0.0,1007,final,2.1,86,1011,0,0,26.3,2025-11-04T02:30:00,2025-11-03T21:00:00,1762203600,0.0,16,"{'icon': 'c03n', 'description': 'Broken clouds', 'code': 803}",218,4.0,2.4,Bardoli,21.124,73.1115
26.6,90.8,76,2025-11-03:22,23.8,0,0,-45.2,0,,n,0.0,1007,final,2.1,90,1011,0,0,25.6,2025-11-04T03:30:00,2025-11-03T22:00:00,1762207200,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",228,3.6,2.0,Bardoli,21.124,73.1115
26.6,95.6,75,2025-11-03:23,23.8,0,0,-31.3,0,,n,0.0,1006,final,2.1,90,1010,0,0,25.6,2025-11-04T04:30:00,2025-11-03T23:00:00,1762210800,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",226,3.2,2.0,Bardoli,21.124,73.1115
26.9,100.2,80,2025-11-04:00,24.1,0,0,-17.4,0,,n,0.0,1007,final,2.1,90,1011,0,0,25.9,2025-11-04T05:30:00,2025-11-04T00:00:00,1762214400,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",222,2.8,1.6,Bardoli,21.124,73.1115
26.6,105.1,86,2025-11-04:01,23.8,0,0,-3.8,0,,n,0.0,1007,final,2.1,90,1011,0,0,25.6,2025-11-04T06:30:00,2025-11-04T01:00:00,1762218000,0.0,16,"{'icon': 'c04n', 'description': 'Overcast clouds', 'code': 804}",216,2.4,1.6,Bardoli,21.124,73.1115
26.9,110.8,83,2025-11-04:02,24.1,52,470,9.5,121,,d,0.0,1008,final,2.1,90,1012,0,55,25.9,2025-11-04T07:30:00,2025-11-04T02:00:00,1762221600,0.9,16,"{'icon': 'c04d', 'description': 'Overcast clouds', 'code': 804}",210,3.2,1.6,Bardoli,21.124,73.1115
30.3,117.9,66,2025-11-04:03,24.5,83,714,22.3,347,,d,0.0,1008,final,2.1,86,1012,0,246,27.0,2025-11-04T08:30:00,2025-11-04T03:00:00,1762225200,1.5,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",224,4.4,1.6,Bardoli,21.124,73.1115
30.6,127.4,62,2025-11-04:04,23.6,101,827,34.0,558,,d,0.0,1009,final,2.1,80,1013,0,421,27.4,2025-11-04T09:30:00,2025-11-04T04:00:00,1762228800,2.4,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",252,5.6,2.4,Bardoli,21.124,73.1115
32.3,140.8,55,2025-11-04:05,22.6,112,887,44.1,723,,d,0.0,1010,final,2.1,69,1013,0,591,28.9,2025-11-04T10:30:00,2025-11-04T05:00:00,1762232400,3.6,16,"{'icon': 'c03d', 'description': 'Broken clouds', 'code': 803}",258,6.4,2.4,Bardoli,21.124,73.1115
32.8,159.7,32,2025-11-04:06,21.4,118,917,51.1,825,,d,0.0,1010,final,2.1,60,1013,0,760,30.0,2025-11-04T11:30:00,2025-11-04T06:00:00,1762236000,5.7,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",258,6.8,2.4,Bardoli,21.124,73.1115
33.8,183.1,26,2025-11-04:07,21.5,120,925,53.2,853,,d,0.0,1009,final,2.1,58,1012,0,794,30.7,2025-11-04T12:30:00,2025-11-04T07:00:00,1762239600,6.3,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",252,6.4,2.8,Bardoli,21.124,73.1115
33.9,205.7,30,2025-11-04:08,21.0,117,912,49.7,805,,d,0.0,1008,final,2.1,55,1011,0,746,31.1,2025-11-04T13:30:00,2025-11-04T08:00:00,1762243200,5.5,16,"{'icon': 'c02d', 'description': 'Scattered clouds', 'code': 802}",246,7.2,3.2,Bardoli,21.124,73.1115
