app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,revision_version,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather,wind_dir,wind_gust_spd,wind_spd,market_name_lookup,latitude_lookup,longitude_lookup
28.9,158.6,0,2025-11-07:06,19.0,118,914,50.0,811,,d,0.0,1014,interim,0.0,59,1014,0,769,27.7,2025-11-07T11:30:00,2025-11-07T06:00:00,1762495200,7.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",36,7.8,4.85,Mahuva,21.0936,71.7717
29.6,181.4,0,2025-11-07:07,18.1,120,923,52.5,844,,d,0.0,1012,interim,0.0,53,1014,0,803,28.7,2025-11-07T12:30:00,2025-11-07T07:00:00,1762498800,7.6,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",42,7.6,4.54,Mahuva,21.0936,71.7717
29.7,203.7,0,2025-11-07:08,17.5,117,912,49.4,802,,d,0.0,1012,interim,0.0,50,1012,0,764,29.0,2025-11-07T13:30:00,2025-11-07T08:00:00,1762502400,6.9,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",48,7.2,4.37,Mahuva,21.0936,71.7717
29.9,221.3,0,2025-11-07:09,17.0,110,877,41.8,687,,d,0.0,1012,interim,0.0,47,1012,0,656,29.4,2025-11-07T14:30:00,2025-11-07T09:00:00,1762506000,5.4,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",50,7.1,4.44,Mahuva,21.0936,71.7717
29.7,233.8,0,2025-11-07:10,16.6,98,808,31.4,512,,d,0.0,1011,interim,0.0,46,1012,0,489,29.4,2025-11-07T15:30:00,2025-11-07T10:00:00,1762509600,3.7,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",46,7.0,4.23,Mahuva,21.0936,71.7717
29.5,242.7,0,2025-11-07:11,17.2,78,678,19.5,297,,d,0.0,1011,interim,0.0,49,1012,0,283,29.0,2025-11-07T16:30:00,2025-11-07T11:00:00,1762513200,2.5,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",37,6.6,3.68,Mahuva,21.0936,71.7717
29.3,249.4,0,2025-11-07:12,19.2,42,373,6.7,77,,d,0.0,1011,interim,0.0,59,1012,0,73,27.9,2025-11-07T17:30:00,2025-11-07T12:00:00,1762516800,2.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",23,5.7,2.93,Mahuva,21.0936,71.7717
28.1,254.8,0,2025-11-07:13,19.0,0,0,-6.6,0,,n,0.0,1012,interim,0.0,62,1012,0,0,26.9,2025-11-07T18:30:00,2025-11-07T13:00:00,1762520400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",5,4.6,2.49,Mahuva,21.0936,71.7717
26.5,259.5,0,2025-11-07:14,18.6,0,0,-20.3,0,,n,0.0,1012,interim,0.0,63,1013,0,0,26.2,2025-11-07T19:30:00,2025-11-07T14:00:00,1762524000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",358,3.9,2.48,Mahuva,21.0936,71.7717
26.4,263.9,0,2025-11-07:15,16.8,0,0,-34.1,0,,n,0.0,1013,interim,0.0,56,1014,0,0,26.3,2025-11-07T20:30:00,2025-11-07T15:00:00,1762527600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",352,3.6,2.36,Mahuva,21.0936,71.7717
26.2,268.5,0,2025-11-07:16,16.0,0,0,-48.1,0,,n,0.0,1014,interim,0.0,54,1014,0,0,26.1,2025-11-07T21:30:00,2025-11-07T16:00:00,1762531200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",351,3.7,2.2,Mahuva,21.0936,71.7717
26.0,274.4,0,2025-11-07:17,15.6,0,0,-62.1,0,,n,0.0,1014,interim,0.0,53,1014,0,0,25.9,2025-11-07T22:30:00,2025-11-07T17:00:00,1762534800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",352,3.5,2.15,Mahuva,21.0936,71.7717
26.0,286.3,0,2025-11-07:18,15.6,0,0,-75.9,0,,n,0.0,1014,interim,0.0,53,1014,0,0,25.9,2025-11-07T23:30:00,2025-11-07T18:00:00,1762538400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",1,3.6,2.14,Mahuva,21.0936,71.7717
25.6,10.3,0,2025-11-07:19,15.8,0,0,-85.4,0,,n,0.0,1013,interim,0.0,55,1014,0,0,25.5,2025-11-08T00:30:00,2025-11-07T19:00:00,1762542000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",356,3.0,1.84,Mahuva,21.0936,71.7717
25.4,76.0,0,2025-11-07:20,15.9,0,0,-74.3,0,,n,0.0,1013,interim,0.0,56,1014,0,0,25.3,2025-11-08T01:30:00,2025-11-07T20:00:00,1762545600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",1,2.9,1.89,Mahuva,21.0936,71.7717
24.6,86.6,0,2025-11-07:21,16.2,0,0,-60.5,0,,n,0.0,1012,interim,0.0,60,1014,0,0,24.5,2025-11-08T02:30:00,2025-11-07T21:00:00,1762549200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",12,4.3,2.79,Mahuva,21.0936,71.7717
24.3,92.2,0,2025-11-07:22,16.4,0,0,-46.5,0,,n,0.0,1012,interim,0.0,62,1013,0,0,24.2,2025-11-08T03:30:00,2025-11-07T22:00:00,1762552800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",17,4.7,3.04,Mahuva,21.0936,71.7717
23.9,96.7,0,2025-11-07:23,16.3,0,0,-32.6,0,,n,0.0,1012,interim,0.0,63,1013,0,0,23.8,2025-11-08T04:30:00,2025-11-07T23:00:00,1762556400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",18,4.9,3.16,Mahuva,21.0936,71.7717
23.5,101.1,0,2025-11-08:00,16.5,0,0,-18.8,0,,n,0.0,1012,interim,0.0,65,1014,0,0,23.4,2025-11-08T05:30:00,2025-11-08T00:00:00,1762560000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",16,4.9,3.16,Mahuva,21.0936,71.7717
23.2,105.9,0,2025-11-08:01,16.6,0,0,-5.2,0,,n,0.0,1013,interim,0.0,67,1014,0,0,23.1,2025-11-08T06:30:00,2025-11-08T01:00:00,1762563600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",15,4.9,3.11,Mahuva,21.0936,71.7717
23.0,111.4,0,2025-11-08:02,16.6,48,425,8.1,99,,d,0.0,1014,interim,0.0,68,1015,0,95,22.9,2025-11-08T07:30:00,2025-11-08T02:00:00,1762567200,2.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",12,4.9,3.15,Mahuva,21.0936,71.7717
23.5,118.4,0,2025-11-08:03,17.5,81,697,20.8,321,,d,0.0,1015,interim,0.0,70,1016,0,306,23.3,2025-11-08T08:30:00,2025-11-08T03:00:00,1762570800,2.6,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",11,4.7,2.9,Mahuva,21.0936,71.7717
24.9,127.7,0,2025-11-08:04,18.5,99,817,32.5,533,,d,0.0,1016,interim,0.0,69,1016,0,506,24.6,2025-11-08T09:30:00,2025-11-08T04:00:00,1762574400,3.9,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",19,5.0,3.09,Mahuva,21.0936,71.7717
26.5,140.6,0,2025-11-08:05,19.7,111,881,42.6,701,,d,0.0,1016,interim,0.0,68,1016,0,663,26.0,2025-11-08T10:30:00,2025-11-08T05:00:00,1762578000,5.6,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",33,5.0,3.09,Mahuva,21.0936,71.7717
28.7,158.7,0,2025-11-08:06,19.2,118,914,49.8,807,,d,0.0,1015,interim,0.0,61,1016,0,764,27.4,2025-11-08T11:30:00,2025-11-08T06:00:00,1762581600,7.0,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",47,5.6,3.47,Mahuva,21.0936,71.7717
28.8,181.3,0,2025-11-08:07,16.9,119,923,52.2,841,,d,0.0,1014,interim,0.0,50,1015,0,803,28.3,2025-11-08T12:30:00,2025-11-08T07:00:00,1762585200,7.5,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",54,6.6,4.13,Mahuva,21.0936,71.7717
29.0,203.6,0,2025-11-08:08,16.0,117,911,49.1,799,,d,0.0,1014,interim,0.0,46,1014,0,765,28.8,2025-11-08T13:30:00,2025-11-08T08:00:00,1762588800,6.9,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",51,6.5,4.33,Mahuva,21.0936,71.7717
28.7,221.0,0,2025-11-08:09,12.5,110,876,41.6,684,,d,0.0,1012,interim,0.0,35,1014,0,661,29.5,2025-11-08T14:30:00,2025-11-08T09:00:00,1762592400,5.4,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",47,7.2,4.45,Mahuva,21.0936,71.7717
28.7,233.5,0,2025-11-08:10,12.4,98,807,31.3,510,,d,0.0,1012,interim,0.0,35,1012,0,493,29.5,2025-11-08T15:30:00,2025-11-08T10:00:00,1762596000,3.7,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",43,7.0,4.38,Mahuva,21.0936,71.7717
28.6,242.4,0,2025-11-08:11,13.4,78,676,19.4,295,,d,0.0,1012,interim,0.0,38,1012,0,284,29.1,2025-11-08T16:30:00,2025-11-08T11:00:00,1762599600,2.5,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",41,6.9,4.05,Mahuva,21.0936,71.7717
28.3,249.1,0,2025-11-08:12,15.7,42,369,6.6,75,,d,0.0,1012,interim,0.0,47,1012,0,72,28.1,2025-11-08T17:30:00,2025-11-08T12:00:00,1762603200,2.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",34,6.3,3.21,Mahuva,21.0936,71.7717
27.4,254.6,0,2025-11-08:13,16.2,0,0,-6.7,0,,n,0.0,1012,interim,0.0,52,1013,0,0,26.9,2025-11-08T18:30:00,2025-11-08T13:00:00,1762606800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",13,4.9,2.53,Mahuva,21.0936,71.7717
25.9,259.2,0,2025-11-08:14,15.0,0,0,-20.4,0,,n,0.0,1013,interim,0.0,51,1014,0,0,25.9,2025-11-08T19:30:00,2025-11-08T14:00:00,1762610400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",357,3.9,2.5,Mahuva,21.0936,71.7717
25.6,263.5,0,2025-11-08:15,13.9,0,0,-34.2,0,,n,0.0,1014,interim,0.0,48,1014,0,0,25.7,2025-11-08T20:30:00,2025-11-08T15:00:00,1762614000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",348,3.8,2.31,Mahuva,21.0936,71.7717
25.4,268.0,0,2025-11-08:16,13.7,0,0,-48.1,0,,n,0.0,1014,interim,0.0,48,1014,0,0,25.5,2025-11-08T21:30:00,2025-11-08T16:00:00,1762617600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",345,3.5,1.91,Mahuva,21.0936,71.7717
25.0,273.7,0,2025-11-08:17,14.0,0,0,-62.1,0,,n,0.0,1014,interim,0.0,50,1014,0,0,25.2,2025-11-08T22:30:00,2025-11-08T17:00:00,1762621200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",346,2.9,1.8,Mahuva,21.0936,71.7717
24.6,285.2,0,2025-11-08:18,14.2,0,0,-75.9,0,,n,0.0,1014,interim,0.0,52,1014,0,0,24.8,2025-11-08T23:30:00,2025-11-08T18:00:00,1762624800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",351,2.8,1.85,Mahuva,21.0936,71.7717
24.2,10.7,0,2025-11-08:19,13.9,0,0,-85.7,0,,n,0.0,1014,interim,0.0,52,1014,0,0,24.4,2025-11-09T00:30:00,2025-11-08T19:00:00,1762628400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",354,2.9,1.9,Mahuva,21.0936,71.7717
23.9,77.0,0,2025-11-08:20,13.6,0,0,-74.5,0,,n,0.0,1014,interim,0.0,52,1014,0,0,24.1,2025-11-09T01:30:00,2025-11-08T20:00:00,1762632000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",351,3.0,1.92,Mahuva,21.0936,71.7717
23.2,87.1,0,2025-11-08:21,13.6,0,0,-60.6,0,,n,0.0,1012,interim,0.0,54,1013,0,0,23.4,2025-11-09T02:30:00,2025-11-08T21:00:00,1762635600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",338,3.4,2.19,Mahuva,21.0936,71.7717
22.9,92.6,0,2025-11-08:22,12.8,0,0,-46.6,0,,n,0.0,1012,interim,0.0,52,1013,0,0,23.2,2025-11-09T03:30:00,2025-11-08T22:00:00,1762639200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",336,3.6,2.33,Mahuva,21.0936,71.7717
22.7,97.1,0,2025-11-08:23,12.6,0,0,-32.7,0,,n,0.0,1012,interim,0.0,52,1012,0,0,23.0,2025-11-09T04:30:00,2025-11-08T23:00:00,1762642800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",335,3.7,2.39,Mahuva,21.0936,71.7717
22.4,101.4,0,2025-11-09:00,13.1,0,0,-18.9,0,,n,0.0,1012,interim,0.0,55,1013,0,0,22.6,2025-11-09T05:30:00,2025-11-09T00:00:00,1762646400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",337,4.0,2.57,Mahuva,21.0936,71.7717
21.9,106.1,0,2025-11-09:01,13.7,0,0,-5.3,0,,n,0.0,1013,interim,0.0,59,1014,0,0,22.1,2025-11-09T06:30:00,2025-11-09T01:00:00,1762650000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",342,4.5,2.91,Mahuva,21.0936,71.7717
21.8,111.7,0,2025-11-09:02,13.8,47,420,8.0,96,,d,0.0,1014,interim,0.0,60,1014,0,92,21.9,2025-11-09T07:30:00,2025-11-09T02:00:00,1762653600,2.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",349,4.5,2.73,Mahuva,21.0936,71.7717
22.9,118.6,0,2025-11-09:03,15.3,80,695,20.6,318,,d,0.0,1014,interim,0.0,62,1015,0,305,22.9,2025-11-09T08:30:00,2025-11-09T03:00:00,1762657200,2.6,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",354,3.9,2.46,Mahuva,21.0936,71.7717
24.4,127.9,0,2025-11-09:04,15.8,99,816,32.3,529,,d,0.0,1015,interim,0.0,59,1016,0,506,24.3,2025-11-09T09:30:00,2025-11-09T04:00:00,1762660800,3.9,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",7,4.3,2.65,Mahuva,21.0936,71.7717
25.6,140.9,0,2025-11-09:05,15.9,111,881,42.4,698,,d,0.0,1015,interim,0.0,55,1016,0,668,25.6,2025-11-09T10:30:00,2025-11-09T05:00:00,1762664400,5.6,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",15,5.5,3.4,Mahuva,21.0936,71.7717
26.7,158.9,0,2025-11-09:06,16.5,117,913,49.5,804,,d,0.0,1014,interim,0.0,54,1015,0,768,26.6,2025-11-09T11:30:00,2025-11-09T06:00:00,1762668000,7.0,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",22,5.8,3.52,Mahuva,21.0936,71.7717
28.0,181.3,0,2025-11-09:07,16.0,119,922,51.9,837,,d,0.0,1014,interim,0.0,49,1014,0,801,27.6,2025-11-09T12:30:00,2025-11-09T07:00:00,1762671600,7.5,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",28,5.9,3.61,Mahuva,21.0936,71.7717
28.4,203.4,0,2025-11-09:08,15.3,117,911,48.9,795,,d,0.0,1012,interim,0.0,45,1013,0,762,28.3,2025-11-09T13:30:00,2025-11-09T08:00:00,1762675200,6.8,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",35,6.0,3.7,Mahuva,21.0936,71.7717
28.5,220.8,0,2025-11-09:09,10.7,110,875,41.4,681,,d,0.0,1012,interim,0.0,31,1012,0,660,29.7,2025-11-09T14:30:00,2025-11-09T09:00:00,1762678800,5.4,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",40,7.2,4.5,Mahuva,21.0936,71.7717
28.3,233.2,0,2025-11-09:10,9.6,98,806,31.1,507,,d,0.0,1010,interim,0.0,29,1012,0,507,29.5,2025-11-09T15:30:00,2025-11-09T10:00:00,1762682400,3.7,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",40,7.2,4.5,Mahuva,21.0936,71.7717
28.1,242.1,0,2025-11-09:11,9.9,77,675,19.2,293,,d,0.0,1010,interim,0.0,30,1011,0,293,29.3,2025-11-09T16:30:00,2025-11-09T11:00:00,1762686000,2.5,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",36,6.7,4.38,Mahuva,21.0936,71.7717
27.5,248.9,0,2025-11-09:12,12.0,42,365,6.5,74,,d,0.0,1010,interim,0.0,37,1011,0,72,28.1,2025-11-09T17:30:00,2025-11-09T12:00:00,1762689600,2.1,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",29,6.8,3.44,Mahuva,21.0936,71.7717
27.2,254.3,0,2025-11-09:13,14.2,0,0,-6.8,0,,n,0.0,1012,interim,0.0,45,1012,0,0,27.1,2025-11-09T18:30:00,2025-11-09T13:00:00,1762693200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",16,5.6,2.91,Mahuva,21.0936,71.7717
25.4,258.9,0,2025-11-09:14,13.1,0,0,-20.4,0,,n,0.0,1012,interim,0.0,46,1012,0,0,25.6,2025-11-09T19:30:00,2025-11-09T14:00:00,1762696800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",351,4.1,2.65,Mahuva,21.0936,71.7717
25.4,263.2,0,2025-11-09:15,12.2,0,0,-34.2,0,,n,0.0,1012,interim,0.0,43,1013,0,0,25.7,2025-11-09T20:30:00,2025-11-09T15:00:00,1762700400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",344,3.4,2.08,Mahuva,21.0936,71.7717
24.9,267.6,0,2025-11-09:16,12.1,0,0,-48.2,0,,n,0.0,1012,interim,0.0,44,1013,0,0,25.2,2025-11-09T21:30:00,2025-11-09T16:00:00,1762704000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",338,3.2,2.09,Mahuva,21.0936,71.7717
24.6,273.1,0,2025-11-09:17,12.1,0,0,-62.2,0,,n,0.0,1012,interim,0.0,45,1013,0,0,24.9,2025-11-09T22:30:00,2025-11-09T17:00:00,1762707600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",338,3.2,2.08,Mahuva,21.0936,71.7717
27.5,294.1,100,2025-10-31:18,24.9,0,0,-75.0,0,,n,0.28000000119209,1008,final,2.1,91,1009,0,0,26.4,2025-10-31T23:30:00,2025-10-31T18:00:00,1761933600,0.0,16,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",95,6.2,3.4,Mahuva(Am),21.0952,71.7733
27.6,7.4,89,2025-10-31:19,25.1,0,0,-83.3,0,,n,0.050000000745058,1008,final,2.1,92,1009,0,0,26.5,2025-11-01T00:30:00,2025-10-31T19:00:00,1761937200,0.0,16,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",98,5.8,3.07,Mahuva(Am),21.0952,71.7733
27.7,68.9,78,2025-10-31:20,25.2,0,0,-73.5,0,,n,0.47999998927116,1008,final,2.1,92,1008,0,0,26.6,2025-11-01T01:30:00,2025-10-31T20:00:00,1761940800,0.0,16,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",102,5.0,2.85,Mahuva(Am),21.0952,71.7733
29.9,82.4,100,2025-10-31:21,25.1,0,0,-59.9,0,,n,0.46999999880791,1007,final,2.1,91,1008,0,0,26.7,2025-11-01T02:30:00,2025-10-31T21:00:00,1761944400,0.0,16,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",125,4.7,2.96,Mahuva(Am),21.0952,71.7733
27.6,89.2,88,2025-10-31:22,25.0,0,0,-46.0,0,,n,0.5,1008,final,2.1,91,1008,0,0,26.6,2025-11-01T03:30:00,2025-10-31T22:00:00,1761948000,0.0,16,"{'icon': 'd02n', 'code': 301, 'description': 'Drizzle'}",105,5.8,3.5,Mahuva(Am),21.0952,71.7733
27.7,94.3,38,2025-10-31:23,24.8,0,0,-32.0,0,,n,0.62000000476837,1007,final,2.1,90,1008,0,0,26.6,2025-11-01T04:30:00,2025-10-31T23:00:00,1761951600,0.0,16,"{'icon': 'd02n', 'code': 301, 'description': 'Drizzle'}",113,5.6,3.57,Mahuva(Am),21.0952,71.7733
30.0,99.0,35,2025-11-01:00,24.8,0,0,-18.1,0,,n,0.0,1008,final,2.1,89,1008,0,0,26.8,2025-11-01T05:30:00,2025-11-01T00:00:00,1761955200,0.0,16,"{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'}",133,6.3,3.98,Mahuva(Am),21.0952,71.7733
30.3,103.9,100,2025-11-01:01,24.8,0,0,-4.4,0,,n,0.0,1008,final,2.1,88,1009,0,0,26.9,2025-11-01T06:30:00,2025-11-01T01:00:00,1761958800,0.0,16,"{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'}",138,6.3,3.91,Mahuva(Am),21.0952,71.7733
30.4,109.5,100,2025-11-01:02,24.8,51,454,9.0,113,,d,0.0,1009,final,2.1,88,1010,0,53,26.9,2025-11-01T07:30:00,2025-11-01T02:00:00,1761962400,0.6,16,"{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'}",142,6.9,4.38,Mahuva(Am),21.0952,71.7733
31.0,116.4,65,2025-11-01:03,25.0,82,709,21.9,340,,d,0.0,1010,final,2.1,88,1010,0,244,27.2,2025-11-01T08:30:00,2025-11-01T03:00:00,1761966000,0.8,16,"{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'}",142,6.6,4.17,Mahuva(Am),21.0952,71.7733
31.2,125.7,63,2025-11-01:04,25.1,101,825,33.9,555,,d,0.0,1010,final,2.1,88,1011,0,409,27.2,2025-11-01T09:30:00,2025-11-01T04:00:00,1761969600,2.5,8,"{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'}",143,6.7,4.1,Mahuva(Am),21.0952,71.7733
31.3,138.8,54,2025-11-01:05,25.1,112,887,44.3,725,,d,0.0,1010,final,2.1,88,1011,0,590,27.3,2025-11-01T10:30:00,2025-11-01T05:00:00,1761973200,3.9,16,"{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'}",143,6.6,4.03,Mahuva(Am),21.0952,71.7733
31.3,157.6,62,2025-11-01:06,25.1,119,918,51.8,832,,d,0.0,1010,final,2.1,88,1010,0,622,27.3,2025-11-01T11:30:00,2025-11-01T06:00:00,1761976800,5.3,8,"{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'}",145,6.7,4.03,Mahuva(Am),21.0952,71.7733
31.4,181.5,0,2025-11-01:07,25.1,120,927,54.3,866,,d,0.0,1008,final,2.1,88,1010,0,801,27.3,2025-11-01T12:30:00,2025-11-01T07:00:00,1761980400,5.4,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",148,6.6,4.0,Mahuva(Am),21.0952,71.7733
31.9,204.9,0,2025-11-01:08,25.2,118,915,51.1,823,,d,0.0,1008,final,2.1,87,1009,0,761,27.6,2025-11-01T13:30:00,2025-11-01T08:00:00,1761984000,4.3,16,"{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'}",156,6.6,3.88,Mahuva(Am),21.0952,71.7733
31.7,222.9,52,2025-11-01:09,25.4,111,881,43.2,707,,d,0.0,1008,final,2.1,89,1008,0,584,27.4,2025-11-01T14:30:00,2025-11-01T09:00:00,1761987600,3.4,16,"{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'}",159,5.9,2.88,Mahuva(Am),21.0952,71.7733
31.8,235.5,56,2025-11-01:10,25.4,99,814,32.5,530,,d,0.0,1008,final,2.1,89,1008,0,423,27.4,2025-11-01T15:30:00,2025-11-01T10:00:00,1761991200,2.9,16,"{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'}",162,6.2,2.8,Mahuva(Am),21.0952,71.7733
31.7,244.4,60,2025-11-01:11,25.4,79,688,20.4,312,,d,0.0,1008,final,2.1,89,1008,0,239,27.4,2025-11-01T16:30:00,2025-11-01T11:00:00,1761994800,2.1,16,"{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'}",162,6.2,2.52,Mahuva(Am),21.0952,71.7733
31.3,251.1,25,2025-11-01:12,25.4,45,399,7.4,87,,d,0.0,1008,final,2.1,90,1008,0,80,27.2,2025-11-01T17:30:00,2025-11-01T12:00:00,1761998400,1.8,16,"{'icon': 'c02d', 'code': 802, 'description': 'Scattered clouds'}",163,5.9,2.2,Mahuva(Am),21.0952,71.7733
30.7,256.6,30,2025-11-01:13,25.2,0,0,-6.0,0,,n,0.0,1008,final,2.1,90,1008,0,0,27.0,2025-11-01T18:30:00,2025-11-01T13:00:00,1762002000,0.0,16,"{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'}",167,4.9,1.93,Mahuva(Am),21.0952,71.7733
30.7,261.4,0,2025-11-01:14,25.4,0,0,-19.8,0,,n,0.0,1008,final,2.1,91,1010,0,0,26.9,2025-11-01T19:30:00,2025-11-01T14:00:00,1762005600,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",167,4.2,1.8,Mahuva(Am),21.0952,71.7733
31.7,266.0,0,2025-11-01:15,25.4,0,0,-33.7,0,,n,0.0,1010,final,2.1,89,1010,0,0,27.4,2025-11-01T20:30:00,2025-11-01T15:00:00,1762009200,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",177,4.6,2.36,Mahuva(Am),21.0952,71.7733
31.6,271.1,0,2025-11-01:16,25.4,0,0,-47.7,0,,n,0.0,1010,final,2.1,89,1010,0,0,27.3,2025-11-01T21:30:00,2025-11-01T16:00:00,1762012800,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",179,4.5,2.43,Mahuva(Am),21.0952,71.7733
31.4,278.1,0,2025-11-01:17,25.3,0,0,-61.6,0,,n,0.0,1010,final,2.1,89,1010,0,0,27.3,2025-11-01T22:30:00,2025-11-01T17:00:00,1762016400,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",180,4.7,2.48,Mahuva(Am),21.0952,71.7733
31.1,293.0,0,2025-11-01:18,25.3,0,0,-75.2,0,,n,0.0,1010,final,2.1,90,1010,0,0,27.1,2025-11-01T23:30:00,2025-11-01T18:00:00,1762020000,0.0,16,"{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'}",180,5.0,2.53,Mahuva(Am),21.0952,71.7733
