market_name,Date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,weather_code,cloud_cover_mean
Mahuva(Am),03-11-2024,33.4,21.5,26.8,0,0,0,12.3,24.8,0,0
Mahuva(Am),04-11-2024,33.8,24,27.6,0,0,0,11.5,23.8,0,1
Mahuva(Am),05-11-2024,33.3,23.5,27.6,0,0,0,10.4,22.3,0,0
Mahuva(Am),06-11-2024,33.9,24.1,28,0,0,0,14.5,24.8,2,9
Mahuva(Am),07-11-2024,33.4,23.3,27.6,0,0,0,12,24.5,2,5
Mahuva(Am),08-11-2024,33.4,22.4,27.1,0,0,0,14.9,29.2,0,0
Mahuva(Am),09-11-2024,34.2,23,27.3,0,0,0,13.1,24.5,0,0
Mahuva(Am),10-11-2024,34.1,22.8,27.4,0,0,0,15.2,29.5,0,0
Mahuva(Am),11-11-2024,32.5,22.1,26.8,0,0,0,10.8,24.1,0,0
Mahuva(Am),12-11-2024,32.5,21.7,26.8,0,0,0,14.6,29.5,0,0
Mahuva(Am),13-11-2024,31.6,22.8,26.4,0,0,0,16.5,32.8,0,0
Mahuva(Am),14-11-2024,31.1,21.9,26,0,0,0,15.3,31.7,0,0
Mahuva(Am),15-11-2024,32,21.3,25.7,0,0,0,12.5,25.6,3,66
Mahuva(Am),16-11-2024,31.9,20.5,25.8,0,0,0,11.9,23.8,3,21
Mahuva(Am),17-11-2024,32,23,26.8,0,0,0,17.1,32.4,0,0
Mahuva(Am),18-11-2024,31.2,22.5,26.2,0,0,0,15.2,31.3,0,0
Mahuva(Am),19-11-2024,31,21.2,25.4,0,0,0,14.6,28.8,0,0
Mahuva(Am),20-11-2024,29.7,20.9,24.8,0,0,0,15.3,31.3,0,0
Mahuva(Am),21-11-2024,29.9,20.5,24.5,0,0,0,14.8,28.1,0,0
Mahuva(Am),22-11-2024,29.7,19.6,24.1,0,0,0,15.3,29.5,0,0
Mahuva(Am),23-11-2024,30,19.5,24.2,0,0,0,13.8,26.6,2,6
Mahuva(Am),24-11-2024,30.1,19.8,24.5,0,0,0,14.4,29.5,3,29
Mahuva(Am),25-11-2024,29.9,20.4,24.7,0,0,0,17.6,35.6,3,17
Mahuva(Am),26-11-2024,29.9,20.2,24.5,0,0,0,16.1,33.5,3,17
Mahuva(Am),27-11-2024,29.5,19.1,24.2,0,0,0,15.5,32.4,0,0
Mahuva(Am),28-11-2024,29.7,19.6,24.3,0,0,0,17.7,34.6,0,0
Mahuva(Am),29-11-2024,28.5,18.9,23.4,0,0,0,20.9,41,0,0
Mahuva(Am),30-11-2024,28.5,18.5,23,0,0,0,17.7,36,0,0
Mahuva(Am),01-12-2024,29.5,18.3,23.3,0,0,0,16.8,32,3,22
Mahuva(Am),02-12-2024,30.9,19.3,24.8,0,0,0,16.4,33.5,3,38
Mahuva(Am),03-12-2024,31.9,21.3,26.5,0,0,0,19.2,33.5,3,46
Mahuva(Am),04-12-2024,31.8,23.5,27.6,0,0,0,19.8,35.6,3,79
Mahuva(Am),05-12-2024,32.5,23,27.6,0.2,0.2,0,17.7,30.6,51,16
Mahuva(Am),06-12-2024,31.9,22.7,26.5,0,0,0,17.6,35.3,3,69
Mahuva(Am),07-12-2024,30.1,19.3,23.9,0,0,0,15.3,32,3,77
Mahuva(Am),08-12-2024,29.2,17.2,22.2,0,0,0,12.2,27,2,29
Mahuva(Am),09-12-2024,26.6,15.9,21,0,0,0,19.4,38.2,3,32
Mahuva(Am),10-12-2024,27.1,16.4,21.1,0,0,0,22.2,43.6,3,50
Mahuva(Am),11-12-2024,29.1,16.3,22.1,0,0,0,17.6,33.1,3,27
Mahuva(Am),12-12-2024,28.8,17.1,22.4,0,0,0,19,33.1,3,25
Mahuva(Am),13-12-2024,27.7,17.1,21.7,0,0,0,21.8,42.5,3,90
Mahuva(Am),14-12-2024,28.3,16.8,21.8,0,0,0,19,37.4,3,15
Mahuva(Am),15-12-2024,29.2,17,22.5,0,0,0,15.1,28.4,1,3
Mahuva(Am),16-12-2024,29.4,15.9,22.3,0,0,0,14.5,25.9,3,14
Mahuva(Am),17-12-2024,29.6,16.8,22.6,0,0,0,16.1,33.1,3,23
Mahuva(Am),18-12-2024,29.5,16.4,21.9,0,0,0,15.9,26.6,1,1
Mahuva(Am),19-12-2024,28.9,16.1,21.3,0,0,0,12.3,27,0,0
Mahuva(Am),20-12-2024,28.2,17,21.7,0,0,0,17,33.1,3,54
Mahuva(Am),21-12-2024,28.7,16.1,21.5,0,0,0,16.5,28.4,1,2
Mahuva(Am),22-12-2024,27,18,22,0,0,0,18.7,37.4,1,6
Mahuva(Am),23-12-2024,27,18.4,21.7,0,0,0,12.6,21.2,2,11
Mahuva(Am),24-12-2024,27.3,15.9,21.1,0,0,0,17.5,34.9,0,0
Mahuva(Am),25-12-2024,28.1,15.5,21.2,0,0,0,17.6,29.9,0,0
Mahuva(Am),26-12-2024,29.5,18.1,22.9,0,0,0,14.6,24.5,1,6
Mahuva(Am),27-12-2024,29.3,18.9,23.1,0,0,0,14.6,25.9,3,9
Mahuva(Am),28-12-2024,28.2,17.7,22.5,0,0,0,17.5,34.9,0,0
Mahuva(Am),29-12-2024,29.2,16.4,22.5,0,0,0,18.6,31.3,0,0
Mahuva(Am),30-12-2024,29.6,17.7,23.3,0,0,0,16,29.9,0,0
Mahuva(Am),31-12-2024,30.9,18,23.9,0,0,0,15.5,28.1,0,0
Mahuva(Am),01-01-2025,30.3,17.9,23.3,0,0,0,15.7,26.3,0,0
